發文ID,,文章ID,發文時間,更新時間,樓層,留言內容,按讚數,withNickname,是否被作者隱藏,meta,性別,學校,個人主頁,是否為發文者,reportReason,mediaMeta,是否隱藏,inReview,reportReasonText,isSuspiciousAccount,isModerator,postAvatar,verifiedBadge,memberType
307b4ff8-ca98-44d8-a862-968a913cb054,True,235996273,2021-05-15T11:24:53.643Z,2021-05-15T11:24:53.643Z,29,感冒喉嚨痛很少見嗎@@,26.0,False,False,{},F,亞洲大學,,False,,[],False,False,,False,False,,False,
63d19d6a-43be-47b1-bc08-7f72c2c1f8d5,False,235996273,2021-05-15T11:36:45.542Z,2021-05-15T11:36:45.542Z,30,B9 我講什麼你講什麼？我還說你爹講新冠呢,1.0,True,False,{},M,隔壁老王,a2814542530,False,,[],False,False,,False,False,,False,
c6913eb2-2ee9-41e1-b14a-8e1261bdc4ad,True,235996273,2021-05-15T11:54:52.619Z,2021-05-15T11:54:52.619Z,31,"不懂為啥不能說 武漢肺炎
難不成玻璃心會傳染
B30
而且用「爹」？
你根本支那人",53.0,False,False,{},M,國立臺灣海洋大學,,False,,[],False,False,,False,False,,False,
07433098-ad9f-4d46-a4cb-6f424db2311f,True,235996273,2021-05-15T12:06:35.023Z,2021-05-15T12:06:35.023Z,32,"B5 反綠就是愛藍喔
果然文化素質",13.0,False,False,{},F,國立清華大學,,False,,[],False,False,,False,False,,False,
bff22be3-2ae0-4ede-9fe3-da36961664ce,False,235996273,2021-05-15T12:11:48.772Z,2021-05-15T12:11:48.772Z,33,"B32 說武漢肺炎就是綠蛆喔？
清華素質不過如此",88.0,True,False,{},M,文化大學,flagflag,False,,[],False,False,,False,False,,False,
6202be98-ef28-4ab9-b25d-ff2cb43528b5,False,235996273,2021-05-15T12:13:49.839Z,2021-05-15T12:13:49.839Z,34,"B30 我講什麼你來標記回應什麼？
我還說你爹你媽講武漢肺炎呢～",35.0,True,False,{},M,文化大學,flagflag,False,,[],False,False,,False,False,,False,
ff8589c8-79d8-4195-830c-69cc85cf936f,True,235996273,2021-05-15T12:19:32.332Z,2021-05-15T12:19:32.332Z,35,B14 我也是欸 有點怕怕,3.0,False,False,{},F,嘉南藥理大學,,False,,[],False,False,,False,False,,False,
e7f9742a-6b68-4b3b-92a7-5dbe2ee917b6,False,235996273,2021-05-15T12:35:28.497Z,2021-05-15T12:35:28.497Z,36,謝謝啊,0.0,True,False,{},F,沒有養柴柴的柴犬愛好者,erinlove707,False,,[],False,False,,False,False,,False,
49ad9e5e-7a9e-4ea1-8a47-c48c5c7c52cf,True,235996273,2021-05-15T12:36:13.133Z,2021-05-15T12:36:13.133Z,37,"不要吵架啦
他們不喜歡別人講武漢肺炎
是因為名字沒有講正確
武漢肺炎是中國不可分割的一部分

請正名：中國湖北武漢肺炎",96.0,False,False,{},F,東海大學,,False,,[],False,False,,False,False,,False,
97eea188-6c3e-48a3-9c7c-0e2559a7d29e,True,235996273,2021-05-15T12:41:09.355Z,2021-05-15T12:41:09.355Z,38,"打噴嚏不可怕
可怕的是你有沒有遮掩你的嘴巴..",3.0,False,False,{},F,中國文化大學,,False,,[],False,False,,False,False,,False,
79c45f8c-7c0c-44cd-92c3-f6636c7504a1,True,235996273,2021-05-15T12:46:52.389Z,2021-05-15T12:46:52.389Z,39,"B32 
https://i.imgur.com/kBvrkrM.jpg",19.0,False,False,{},M,東海大學,,False,,"[{'id': '812b33e4-28f2-4946-98c3-3a59c2d53e9b', 'url': 'https://i.imgur.com/kBvrkrMl.jpg', 'normalizedUrl': 'https://i.imgur.com/kBvrkrMl.jpg', 'thumbnail': 'https://i.imgur.com/kBvrkrMl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2021-05-15T12:46:52.389Z', 'updatedAt': '2021-05-15T12:46:52.389Z', 'width': 900, 'height': 900}, {'id': '812b33e4-28f2-4946-98c3-3a59c2d53e9b', 'url': 'https://i.imgur.com/kBvrkrM.jpg', 'normalizedUrl': 'https://imgur.com/kBvrkrM', 'thumbnail': 'https://i.imgur.com/kBvrkrMl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2021-05-15T12:46:52.389Z', 'updatedAt': '2021-05-15T12:46:52.389Z', 'width': 900, 'height': 900}]",False,False,,False,False,,False,
483979b7-2252-4000-b375-cba56d668b29,False,235996273,2021-05-15T12:47:55.060Z,2021-05-15T12:47:55.060Z,40,"B37 正解
有人就愛來戰
戰到後面又要戰校
就像某樓清x大學跟隔壁x王
說個武漢肺炎就要給人扣綠蛆帽子
說個武漢肺炎也要問人是牛是馬",47.0,True,False,{},M,文化大學,flagflag,False,,[],False,False,,False,False,,False,
06f4bee1-c042-40db-b787-db340bc7bf7b,True,235996273,2021-05-15T12:58:07.331Z,2021-05-15T12:58:07.331Z,41,推推詳細！,0.0,False,False,{},F,東吳大學,,False,,[],False,False,,False,False,,False,
1d8199f1-4ef2-45db-a9ec-308462c525ad,True,235996273,2021-05-15T13:09:45.797Z,2021-05-16T03:37:32.758Z,42,"有點疑惑病症是陸續出現還是同時
如果是陸續先一個兩個，被誤認是很有可能的
而且有新聞說確診者只有鼻塞症狀
有些還是無症狀確診

尤其光是那個咳嗽…三個都有
而且民眾自己看懂沒什麼用
主要是有病看醫生，讓醫生判斷(吧
疑惑自己有沒有，
還要自費5000-7000(我查過了

今天北市府開四個免費檢疫站，本來想去
後來被家人勸退，一定有很多萬華居民去
沒得反而去增加危險

--更--別篇文說民眾去167家篩檢是450左右，但目前是有症狀才能篩檢",9.0,False,False,{},F,國立東華大學,,False,,[],False,False,,False,False,,False,
0d0b971c-7877-4dab-b773-b379b26dbc8f,True,235996273,2021-05-15T13:21:10.029Z,2021-05-15T13:21:10.029Z,43,看到樓上兩個低能韓粉快笑死 一樓講個武肺也能玻璃,40.0,False,False,{},M,中國文化大學,,False,,[],False,False,,False,False,,False,
2725317a-55e6-4f9a-a867-0a6e40814a2e,True,235996273,2021-05-15T13:38:55.339Z,2021-05-15T13:38:55.339Z,44,"那喝水嗆到怎麼辦
憋住讓水噴射口罩，大家就會充分了解你只是嗆到，如此犧牲小我，就可以杜絕異樣眼光👍",6.0,False,False,{},F,南臺科技大學,,False,,[],False,False,,False,False,,False,
29d89f2e-bd60-4699-98e7-b23aed57008c,True,235996273,2021-05-15T13:41:00.854Z,2021-05-15T13:41:00.854Z,45,"新冠也有肌肉酸痛、疲勞的症狀
說實在的很難跟一般感冒區分
還是要篩檢才準
不過自費好貴 沒被匡列的話也不會特別去測",26.0,False,False,{},F,國立臺灣大學,,False,,[],False,False,,False,False,,False,
1ce528e5-5748-4884-b728-93fde4100e8c,False,235996273,2021-05-15T13:48:32.720Z,2021-05-15T13:48:32.720Z,46,"B45 真的，自費好貴，快速檢驗好像千千多，不過當天就能知道結果
但現在好像檢驗人數倍增5-10倍，也不是那麼容易預約到",1.0,True,False,{},F,🐏,maz7737,False,,[],False,False,,False,False,,False,
83192805-33e2-4a28-a5cf-39fb6aa95f0e,True,235996273,2021-05-15T13:51:06.145Z,2021-05-15T13:51:06.145Z,47,我在火車上喉嚨癢都不敢咳出來,1.0,False,False,{},F,樹人醫護管理專科學校,,False,,[],False,False,,False,False,,False,
53a72eed-7506-4901-a70b-78a5ac5fb3ca,False,235996273,2021-05-15T14:01:14.250Z,2021-05-15T14:01:31.132Z,48,我若有打噴嚏跟輕微咳嗽，這樣有可能嗎，我住萬華，想去驗但檢疫站好多人😭,1.0,True,False,{},F,匿名,qa883399,False,,[],False,False,,False,False,,False,
8d1cc969-70d3-4b04-ac54-a630e2a8e3de,True,235996273,2021-05-15T14:10:08.269Z,2021-05-15T14:10:08.269Z,49,B1 無聊欸 🥱,3.0,False,False,{},F,世新大學,,False,,[],False,False,,False,False,,False,
d78672b8-405a-45aa-8e0a-ba997569b492,True,235996273,2021-05-15T14:15:56.418Z,2021-05-15T14:15:56.418Z,50,"本身鼻子過敏
尤其去年秋天外出時也很緊張
在外面喝水不小心嗆到也很緊張",3.0,False,False,{},F,佛光大學,,False,,[],False,False,,False,False,,False,
70ecb46e-ee39-41b1-bb1f-aba017a018b4,True,235996273,2021-05-15T14:22:29.443Z,2021-05-15T14:22:29.443Z,51,武漢肺炎啦,14.0,False,False,{},F,新生醫護管理專科學校,,False,,[],False,False,,False,False,,False,
a7efd33a-14db-4997-8448-77bd3e7e2b7a,True,235996273,2021-05-15T14:25:12.874Z,2021-05-15T14:25:12.874Z,52,"我喉嚨有點痛
不確定是不是晚上睡覺沒蓋被子電風扇對著吹著涼⋯⋯
我要通報嗎⋯⋯",20.0,False,False,{},F,銘傳大學,,False,,[],False,False,,False,False,,False,
d2b22fb1-4b1a-4b3f-a474-921a6c984095,True,235996273,2021-05-15T14:48:39.817Z,2021-05-15T14:48:39.817Z,53,"B26 正常 因為現在個案數比以前多
以前可以今天篩 明天知道
現在量多所以結果會比較慢",1.0,False,False,{},F,國立臺北護理健康大學,,False,,[],False,False,,False,False,,False,
ee3b1f1f-edd2-4b57-abd1-280960df0310,True,235996273,2021-05-15T14:57:29.231Z,2021-05-15T14:57:29.231Z,54,B26 正常喔,0.0,False,False,{},F,國立屏東大學,,False,,[],False,False,,False,False,,False,
13ed4760-3bcd-427f-8a5e-ca9423daf1e6,True,235996273,2021-05-15T14:58:55.696Z,2021-05-15T14:58:55.696Z,55,"B45 而且結果陰性的話
會有擊敗人覺得你在浪費醫療資源 🙄",11.0,False,False,{},F,國立屏東大學,,False,,[],False,False,,False,False,,False,
7a6decd9-afdf-4af2-88a5-cffd820f9f26,True,235996273,2021-05-15T15:04:05.669Z,2021-05-15T15:04:05.669Z,56,"我也是最近這幾天感冒
但超怕(;´༎ຶД༎ຶ`)",8.0,False,False,{},F,國立臺灣科技大學,,False,,[],False,False,,False,False,,False,
5abfd12a-1cd7-452f-a9d6-8b09e8a20f5d,True,235996273,2021-05-15T15:05:53.274Z,2021-05-15T15:05:53.274Z,57,最主要是呼吸困難,0.0,False,False,{},F,國立高雄第一科技大學,,False,,[],False,False,,False,False,,False,
34b5525a-f81b-4126-b612-b3b9c7314600,True,235996273,2021-05-15T15:06:29.063Z,2021-05-15T15:06:29.063Z,58,B32 跟店有什麼好吵的😂,3.0,False,False,{},M,國立清華大學,,False,,[],False,False,,False,False,,False,
019e1b04-10ad-48fb-a7de-ba2e9e2b5027,True,235996273,2021-05-15T15:10:47.297Z,2021-05-15T16:17:03.719Z,59,B14 我只有鼻塞也沒去過確診者足跡就擔心到不行🌚,2.0,False,False,{},F,臺北市立大學,,False,,[],False,False,,False,False,,False,
b48bcafd-6f9b-4a98-a5cb-326c866eb1d6,True,235996273,2021-05-15T15:16:17.743Z,2021-05-15T15:16:17.743Z,60,B52 +1,0.0,False,False,{},F,中臺科技大學,,False,,[],False,False,,False,False,,False,
1b07be1b-4aa0-471f-abf3-f145fdc9664f,True,235996273,2021-05-15T15:17:11.714Z,2021-05-15T15:17:11.714Z,61,"再幫大家附上感染後症狀的圖！
大家都要平平安安 健健康康！
https://i.imgur.com/xkVK8eB.jpg
圖源 從朋友ㄉ限時上截下來ㄉ(･_･;",9.0,False,False,{},F,國立臺北大學,,False,,"[{'id': '3480fc6d-95ce-405c-9484-eef23ee3bb0a', 'url': 'https://i.imgur.com/xkVK8eBl.jpg', 'normalizedUrl': 'https://i.imgur.com/xkVK8eBl.jpg', 'thumbnail': 'https://i.imgur.com/xkVK8eBl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2021-05-15T15:17:11.714Z', 'updatedAt': '2021-05-15T15:17:11.714Z', 'width': 644, 'height': 954}, {'id': '3480fc6d-95ce-405c-9484-eef23ee3bb0a', 'url': 'https://i.imgur.com/xkVK8eB.jpg', 'normalizedUrl': 'https://imgur.com/xkVK8eB', 'thumbnail': 'https://i.imgur.com/xkVK8eBl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2021-05-15T15:17:11.714Z', 'updatedAt': '2021-05-15T15:17:11.714Z', 'width': 644, 'height': 954}]",False,False,,False,False,,False,
71ab7040-c13c-487e-a49c-42c69d3784d5,True,235996273,2021-05-15T15:18:09.797Z,2021-05-15T15:18:09.797Z,62,"過敏人楚門只要空氣一變不好就是狂打噴嚏
狂流鼻涕
 一直被看啊啊啊 有誰能懂過敏兒ㄉ苦😢",7.0,False,False,{},F,樹德科技大學,,False,,[],False,False,,False,False,,False,
71d28388-8505-4c34-b34d-83731c372c24,True,235996273,2021-05-15T15:23:28.098Z,2021-05-15T15:23:46.884Z,63,B45 我這兩天都覺得有點疲勞 偶爾覺得頭暈暈的⋯不知道是不是因為太熱 想要篩檢 但真的好貴 窮學生 現在好擔心🥺🥺,6.0,False,False,{},F,中國文化大學,,False,,[],False,False,,False,False,,False,
87984b4e-75b1-41bd-8da8-43f4deb5f0b6,True,235996273,2021-05-15T15:24:37.182Z,2021-05-15T15:25:02.251Z,64,https://i.imgur.com/pq7EbQB.jpg打噴嚏還是有喔…,8.0,False,False,{},F,南臺科技大學,,False,,"[{'id': '1cd4a3f2-2f92-433d-8a5b-525fc9b38edf', 'url': 'https://i.imgur.com/pq7EbQBl.jpg', 'normalizedUrl': 'https://i.imgur.com/pq7EbQBl.jpg', 'thumbnail': 'https://i.imgur.com/pq7EbQBl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2021-05-15T15:24:37.182Z', 'updatedAt': '2021-05-15T15:25:02.251Z', 'width': 1125, 'height': 1480}, {'id': '1cd4a3f2-2f92-433d-8a5b-525fc9b38edf', 'url': 'https://i.imgur.com/pq7EbQB.jpg', 'normalizedUrl': 'https://imgur.com/pq7EbQB', 'thumbnail': 'https://i.imgur.com/pq7EbQBl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2021-05-15T15:24:37.182Z', 'updatedAt': '2021-05-15T15:25:02.251Z', 'width': 1125, 'height': 1480}]",False,False,,False,False,,False,
c4b9e00b-59b9-49cb-b926-c56f7fa15cc9,True,235996273,2021-05-15T15:25:10.134Z,2021-05-15T15:25:10.134Z,65,"https://www.mygopen.com/2020/03/covid-19.html?m=1

除了打1922別無它法
但我個人覺得1922專線分流有點複雜，不知道要按哪個",3.0,False,False,{},F,國立東華大學,,False,,[],False,False,,False,False,,False,
285c9308-3eb4-4cc5-a5a4-6c4be769ce77,True,235996273,2021-05-15T15:28:13.108Z,2021-05-15T15:28:24.470Z,66,"公部門和新聞大都改成新冠肺炎
國外也使用covid-19
在自己小圈圈自嗨武漢肺炎有什麼意義？",5.0,False,False,{},M,國立成功大學,,False,,[],False,False,,False,False,,False,
6ff5fa78-2a7c-4343-9f04-5fb5d5c9aa5e,True,235996273,2021-05-15T15:44:01.187Z,2021-05-15T15:44:01.187Z,67,"不準我們說武漢肺炎
現在卻喊著台灣肺炎、台北支炎
雙標支那人",12.0,False,False,{},M,國立臺中科技大學,,False,,[],False,False,,False,False,,False,
c1fd3e22-7682-4515-a482-9718a2825dd2,True,235996273,2021-05-15T15:44:10.301Z,2021-05-15T15:44:10.301Z,68,"B61
勸你刪掉
一看就知道假的
最好每天出現什麼症狀會這麼清楚知道",26.0,False,False,{},M,國立暨南國際大學,,False,,[],False,False,,False,False,,False,
1038e6d5-bd9c-4f3f-b831-c0b25ff83645,True,235996273,2021-05-15T15:48:34.270Z,2021-05-15T15:48:34.270Z,69,"想問症狀只有頭痛可以去快篩嗎..
我真的很怕我確診",1.0,False,False,{},F,樹人醫護管理專科學校,,False,,[],False,False,,False,False,,False,
d4aebb39-ec56-4079-a7fc-0f96d42d9696,True,235996273,2021-05-15T16:00:48.263Z,2021-05-15T16:00:48.263Z,70,B21 我跟你一樣 真的希望都沒事,1.0,False,False,{},F,輔仁大學,,False,,[],False,False,,False,False,,False,
d4646c57-605d-48ca-a511-9be37da42727,True,235996273,2021-05-15T16:10:54.088Z,2021-05-15T16:10:54.088Z,71,"希望這張圖讓沒知識的民眾都看一下
有時候只是鼻子癢過敏打噴嚏
在外面就被當成好像什麼病蟲一樣
笑死人就根本就沒有打噴嚏的症狀
怎麼不懷疑自己有病啊🙄",1.0,False,False,{},F,國立政治大學,,False,,[],False,False,,False,False,,False,
56218adf-9e53-4d90-ad6d-b0d65f50186e,True,235996273,2021-05-15T16:14:40.677Z,2021-05-15T16:14:40.677Z,72,喉嚨癢呢🥲🥲🥲？,2.0,False,False,{},F,大同大學,,False,,[],False,False,,False,False,,False,
22a83218-87e7-4f02-84f3-aa845e405c8c,True,235996273,2021-05-15T16:15:18.683Z,2021-05-15T16:15:18.683Z,73,"B14 我也跟你差不多🥺
我多了鼻塞，但前天去診所檢查都正常，但不知道為什麼就是想咳嗽😭",3.0,False,False,{},F,聖約翰科技大學,,False,,[],False,False,,False,False,,False,
656e66f7-5dca-46f5-9ce8-8f66b6b68f0c,True,235996273,2021-05-15T16:18:25.319Z,2021-05-15T16:18:25.319Z,74,但我常常頭痛欸 就是沒有肺炎前 三不五時就頭痛,0.0,False,False,{},F,淡江大學,,False,,[],False,False,,False,False,,False,
b94580d7-7042-47a4-833e-d2ab173ec39e,True,235996273,2021-05-15T16:27:16.204Z,2021-05-15T16:27:16.204Z,75,"B74 本來就有很多情形會導致頭痛
感冒、勞累、睡眠不足、缺氧、偏頭痛等等的
只不過剛好是新肺的「可能症狀之一」罷了",10.0,False,False,{},F,國立臺灣大學,,False,,[],False,False,,False,False,,False,
85c4a1ff-f7f6-40c0-ba93-7ede7225a9bc,True,235996273,2021-05-15T16:31:50.486Z,2021-05-15T16:31:50.486Z,76,"樓上嗆別人學店的清華男女可以組cp啊
到底中國國民黨塞給你們多少錢可悲",27.0,False,False,{},F,淡江大學,,False,,[],False,False,,False,False,,False,
06c1659b-1109-4e28-9fb7-a01c7994f56e,False,235996273,2021-05-15T16:32:16.863Z,2021-05-15T16:32:16.863Z,77,常常扁桃腺發炎怎麼辦，一晚睡就喉嚨痛，然後支氣管敏感喉嚨也癢癢的想咳嗽，沒去過什麼不該去的地方，還是有點擔心⋯⋯⋯⋯ˊ_>ˋ,3.0,True,False,{},F,仙女,ariyu.77,False,,[],False,False,,False,False,,False,
cd14c197-d358-4371-a3c7-a94d8f5872a9,True,235996273,2021-05-15T16:33:39.255Z,2021-05-15T16:33:39.255Z,78,"現在在捷運上或是外面，要ㄑㄧㄥˇ鼻涕真的是退退退到角落才敢把口罩拿下來
超緊張 🥺😭",0.0,False,False,{},F,銘傳大學,,False,,[],False,False,,False,False,,False,
e726142f-d0d8-4114-8019-5ea6a3f71197,False,235996273,2021-05-15T16:34:20.845Z,2021-05-15T16:34:20.845Z,79,B77 我也是😢有過敏平常吹冷氣或髒空氣就會喉嚨癢，沒有接觸史但就是很擔心，很怕去醫院急診檢查反而染疫🥲🥲🥲,9.0,True,False,{},F,匿名,choccbabe,False,,[],False,False,,False,False,,False,
6919d73c-41ec-4fd0-b732-a17546c6ad86,True,235996273,2021-05-15T16:34:45.594Z,2021-05-15T16:34:45.594Z,80,"B6 
我怕會內傷",1.0,False,False,{},M,國立臺灣大學,,True,,[],False,False,,False,False,,False,
