,product,orderId,clientId,gender,orderdate,grossmarg
55,banana,700,34,男性,2017-03-15,10
56,banana,451,175,女性,2017-04-05,10
57,banana,265,235,女性,2017-04-06,10
58,banana,733,106,男性,2017-02-11,10
59,banana,555,156,女性,2017-03-21,10
60,banana,518,12,男性,2017-02-22,10
61,banana,202,186,女性,2017-03-04,10
62,banana,188,202,男性,2017-01-18,10
63,banana,161,220,女性,2017-01-13,10
64,banana,185,165,女性,2017-01-14,10
65,banana,259,104,女性,2017-02-16,10
66,banana,662,75,男性,2017-01-20,10
67,banana,222,284,女性,2017-01-19,10
68,banana,260,239,女性,2017-03-15,10
69,banana,675,47,男性,2017-01-29,10
70,banana,80,122,男性,2017-01-24,10
71,banana,31,43,女性,2017-03-28,10
72,banana,925,263,女性,2017-01-19,10
73,banana,802,210,女性,2017-01-15,10
74,banana,181,165,女性,2017-02-19,10
75,banana,444,195,女性,2017-03-03,10
76,banana,393,60,男性,2017-03-27,10
77,banana,6,34,男性,2017-03-16,10
78,banana,507,93,女性,2017-01-05,10
79,banana,665,220,女性,2017-02-02,10
80,banana,598,79,男性,2017-03-12,10
81,banana,539,175,女性,2017-04-08,10
82,banana,487,130,男性,2017-01-19,10
83,banana,640,252,女性,2017-03-31,10
84,banana,699,119,男性,2017-01-16,10
85,banana,83,88,女性,2017-01-03,10
86,banana,929,23,男性,2017-02-17,10
87,banana,18,47,男性,2017-02-14,10
88,banana,237,298,女性,2017-02-26,10
89,banana,588,83,男性,2017-03-13,10
90,banana,460,108,男性,2017-02-17,10
91,banana,292,213,男性,2017-03-12,10
92,banana,145,258,女性,2017-03-18,10
93,banana,904,90,女性,2017-03-04,10
94,banana,209,274,男性,2017-02-01,10
95,banana,155,219,女性,2017-03-12,10
96,banana,519,86,女性,2017-03-02,10
97,banana,20,77,女性,2017-01-09,10
98,banana,365,289,女性,2017-03-02,10
99,banana,302,171,女性,2017-01-08,10
100,banana,195,119,,,10
101,banana,748,97,女性,2017-03-05,10
102,banana,341,153,男性,2017-04-04,10
103,banana,728,142,女性,2017-01-27,10
104,banana,167,295,女性,2017-03-22,10
105,banana,333,282,女性,2017-03-12,10
106,banana,375,72,男性,2017-04-04,10
107,banana,623,224,女性,2017-03-11,10
108,banana,132,110,男性,2017-02-26,10
109,banana,916,27,男性,2017-03-09,10
110,banana,271,215,男性,2017-02-02,10
111,banana,233,116,女性,2017-03-01,10
112,banana,169,71,女性,2017-01-23,10
113,banana,180,207,女性,2017-03-03,10
114,banana,852,218,男性,2017-04-08,10
115,banana,181,165,女性,2017-02-19,10
116,banana,870,60,男性,2017-03-18,10
117,banana,327,200,男性,2017-01-16,10
118,banana,523,281,女性,2017-01-16,10
119,banana,15,280,女性,2017-03-11,10
120,banana,796,185,男性,2017-02-03,10
121,banana,25,138,女性,2017-03-30,10
122,banana,580,120,女性,2017-01-10,10
123,banana,715,15,女性,2017-03-21,10
124,banana,349,77,女性,2017-02-13,10
125,banana,291,253,女性,2017-01-13,10
126,banana,144,3,女性,2017-02-21,10
127,banana,941,268,男性,2017-01-20,10
128,banana,209,274,男性,2017-02-01,10
129,banana,18,47,男性,2017-02-14,10
130,banana,432,174,女性,2017-04-08,10
131,banana,425,106,男性,2017-02-16,10
132,banana,573,127,男性,2017-03-17,10
133,banana,417,116,女性,2017-02-21,10
134,banana,799,283,男性,2017-03-03,10
135,banana,800,296,男性,2017-02-27,10
136,banana,276,210,女性,2017-01-31,10
137,banana,331,163,女性,2017-03-26,10
138,banana,602,49,女性,2017-01-07,10
139,banana,393,60,男性,2017-03-27,10
140,banana,279,13,男性,2017-01-27,10
141,banana,719,289,女性,2017-01-08,10
142,banana,1000,273,女性,2017-01-06,10
143,banana,776,218,男性,2017-04-01,10
144,banana,343,3,女性,2017-04-10,10
145,banana,315,76,女性,2017-04-03,10
146,banana,131,4,女性,2017-02-01,10
147,banana,195,119,男性,2017-04-08,10
148,banana,365,289,女性,2017-03-02,10
149,banana,869,202,男性,2017-01-23,10
150,banana,758,208,男性,2017-01-07,10
151,banana,749,279,男性,2017-03-21,10
152,banana,957,199,女性,2017-02-20,10
153,banana,48,239,女性,2017-03-23,10
154,banana,677,139,女性,2017-01-19,10
155,banana,359,62,女性,2017-04-10,10
156,banana,71,208,男性,2017-01-04,10
157,banana,335,62,女性,2017-03-27,10
158,banana,58,73,男性,2017-02-26,10
159,banana,780,139,女性,2017-03-03,10
160,banana,475,136,男性,2017-03-29,10
161,banana,308,91,女性,2017-03-22,10
162,banana,781,279,男性,2017-01-27,10
163,banana,226,162,女性,2017-02-13,10
164,banana,449,36,女性,2017-02-21,10
165,banana,725,277,女性,2017-02-03,10
166,banana,208,293,女性,2017-04-11,10
167,banana,18,47,男性,2017-02-14,10
168,banana,441,60,男性,2017-03-12,10
169,banana,773,250,女性,2017-02-04,10
170,banana,319,293,女性,2017-02-18,10
171,banana,518,12,男性,2017-02-22,10
172,banana,220,123,女性,2017-04-10,10
173,banana,837,96,女性,2017-02-05,10
174,banana,451,175,女性,2017-04-05,10
175,banana,145,258,女性,2017-03-18,10
176,banana,312,225,女性,2017-02-12,10
177,banana,592,229,女性,2017-04-01,10
178,banana,534,168,女性,2017-02-01,10
179,banana,117,20,男性,2017-01-28,10
180,banana,54,52,女性,2017-03-10,10
181,banana,746,171,女性,2017-03-05,10
182,banana,176,281,女性,2017-03-07,10
183,banana,867,87,男性,2017-01-23,10
184,banana,454,43,女性,2017-02-27,10
185,banana,463,185,男性,2017-01-20,10
186,banana,513,132,男性,2017-04-09,10
187,banana,513,132,男性,2017-04-09,10
188,banana,231,292,女性,2017-03-25,10
189,banana,46,88,女性,2017-01-28,10
190,banana,769,267,女性,2017-02-17,10
191,banana,179,81,女性,2017-03-09,10
192,banana,396,264,男性,2017-03-14,10
193,banana,447,172,女性,2017-01-30,10
194,banana,804,147,男性,2017-04-11,10
195,banana,335,62,女性,2017-03-27,10
196,banana,32,57,女性,2017-02-26,10
197,banana,235,209,男性,2017-01-19,10
198,banana,515,148,女性,2017-02-19,10
199,banana,124,66,女性,2017-01-27,10
200,banana,42,205,女性,2017-02-05,10
201,banana,843,288,男性,2017-03-14,10
202,banana,318,205,女性,2017-03-18,10
203,banana,457,28,女性,2017-01-02,10
204,banana,181,165,女性,2017-02-19,10
205,banana,408,153,男性,2017-03-16,10
206,banana,82,266,男性,2017-03-18,10
207,banana,590,83,男性,2017-02-20,10
208,banana,487,130,男性,2017-01-19,10
209,banana,95,190,男性,2017-04-05,10
210,banana,459,164,女性,2017-04-08,10
211,banana,1,166,男性,2017-04-07,10
212,banana,115,25,女性,2017-01-07,10
213,banana,682,81,女性,2017-03-29,10
214,banana,708,281,女性,2017-01-27,10
215,banana,541,49,女性,2017-04-08,10
216,banana,183,108,男性,2017-02-28,10
217,banana,817,147,男性,2017-03-12,10
218,banana,381,272,男性,2017-01-21,10
219,banana,461,74,男性,2017-01-27,10
220,banana,20,77,女性,2017-01-09,10
221,banana,593,6,女性,2017-02-13,10
222,banana,575,261,男性,2017-01-28,10
223,banana,462,59,女性,2017-03-03,10
224,banana,914,246,男性,2017-02-27,10
225,banana,147,148,女性,2017-01-02,10
226,banana,575,261,男性,2017-01-28,10
227,banana,712,274,男性,2017-03-07,10
228,banana,383,182,女性,2017-01-14,10
229,banana,222,284,女性,2017-01-19,10
230,banana,803,160,女性,2017-01-07,10
231,banana,100,243,男性,2017-03-29,10
232,banana,90,62,女性,2017-02-17,10
233,banana,346,13,男性,2017-03-16,10
234,banana,485,3,女性,2017-02-28,10
235,banana,870,60,男性,2017-03-18,10
236,banana,297,174,女性,2017-01-11,10
237,banana,686,14,男性,2017-03-18,10
238,banana,188,202,男性,2017-01-18,10
239,banana,968,173,男性,2017-04-07,10
240,banana,494,53,男性,2017-02-07,10
241,banana,415,178,男性,2017-01-28,10
242,banana,549,97,女性,2017-03-11,10
243,banana,467,88,女性,2017-01-22,10
244,banana,161,220,女性,2017-01-13,10
245,banana,416,151,女性,2017-03-26,10
246,banana,264,230,女性,2017-01-31,10
247,banana,901,60,男性,2017-01-09,10
248,banana,275,297,女性,2017-04-08,10
249,banana,773,250,女性,2017-02-04,10
250,banana,610,113,男性,2017-03-27,10
251,banana,199,256,男性,2017-04-02,10
252,banana,127,133,男性,2017-02-25,10
253,banana,998,42,男性,2017-03-20,10
254,banana,913,263,女性,2017-02-09,10
255,banana,972,85,女性,2017-01-30,10
256,banana,164,264,男性,2017-02-26,10
257,banana,717,49,女性,2017-03-27,10
258,banana,856,38,女性,2017-02-23,10
259,banana,418,141,女性,2017-04-07,10
260,banana,54,52,女性,2017-03-10,10
261,banana,392,106,男性,2017-03-08,10
262,banana,470,187,女性,2017-03-01,10
263,banana,526,7,女性,2017-01-22,10
264,banana,453,11,男性,2017-01-19,10
265,banana,839,140,女性,2017-03-25,10
266,banana,286,156,女性,2017-02-26,10
267,banana,10,59,女性,2017-04-03,10
268,banana,674,278,男性,2017-02-08,10
269,banana,89,13,男性,2017-02-19,10
270,banana,63,229,女性,2017-02-22,10
271,banana,535,152,男性,2017-03-21,10
272,banana,759,25,女性,2017-03-23,10
273,banana,334,119,男性,2017-01-18,10
274,banana,737,210,女性,2017-04-08,10
275,banana,465,16,女性,2017-01-13,10
276,banana,169,71,女性,2017-01-23,10
277,banana,31,43,女性,2017-03-28,10
278,banana,197,232,男性,2017-02-23,10
279,banana,779,73,男性,2017-01-18,10
280,banana,779,73,男性,2017-01-18,10
281,banana,638,224,女性,2017-03-28,10
282,banana,871,29,女性,2017-04-11,10
283,banana,198,39,女性,2017-01-22,10
284,banana,752,67,男性,2017-02-04,10
285,banana,698,117,男性,2017-03-01,10
286,banana,254,190,男性,2017-04-11,10
287,banana,507,93,女性,2017-01-05,10
288,banana,282,103,女性,2017-02-26,10
289,banana,836,255,男性,2017-03-06,10
290,banana,808,232,男性,2017-03-06,10
291,banana,988,112,女性,2017-03-20,10
292,banana,855,93,女性,2017-04-04,10
293,banana,837,96,女性,2017-02-05,10
294,banana,114,79,男性,2017-02-14,10
295,banana,311,159,男性,2017-04-08,10
296,banana,311,159,男性,2017-04-08,10
297,banana,86,73,男性,2017-03-26,10
298,banana,983,5,男性,2017-01-17,10
299,banana,9,93,女性,2017-01-16,10
300,banana,670,159,男性,2017-01-23,10
301,banana,259,104,女性,2017-02-16,10
302,banana,285,98,男性,2017-03-27,10
303,banana,867,87,男性,2017-01-23,10
304,banana,410,200,男性,2017-02-10,10
305,banana,443,276,男性,2017-03-20,10
306,banana,480,43,女性,2017-01-12,10
307,banana,684,28,女性,2017-04-03,10
308,banana,45,124,男性,2017-01-09,10
309,banana,818,10,男性,2017-02-01,10
310,banana,629,46,女性,2017-01-12,10
311,banana,606,281,女性,2017-02-06,10
312,banana,965,254,女性,2017-03-24,10
313,banana,786,290,女性,2017-02-18,10
314,banana,422,134,男性,2017-03-18,10
315,banana,31,43,女性,2017-03-28,10
316,banana,376,126,男性,2017-02-18,10
317,banana,13,105,男性,2017-03-24,10
318,banana,205,197,女性,2017-02-17,10
319,banana,646,108,男性,2017-01-28,10
320,banana,348,194,女性,2017-02-16,10
321,banana,625,211,女性,2017-01-28,10
322,banana,438,295,女性,2017-03-13,10
323,banana,93,102,男性,2017-02-14,10
324,banana,732,57,女性,2017-03-22,10
325,banana,125,234,女性,2017-01-26,10
326,banana,788,197,女性,2017-02-15,10
327,banana,153,93,女性,2017-03-26,10
328,banana,626,23,男性,2017-02-11,10
329,banana,125,234,女性,2017-01-26,10
330,banana,43,64,女性,2017-03-15,10
331,banana,43,64,女性,2017-03-15,10
332,banana,755,83,男性,2017-01-08,10
333,banana,408,153,男性,2017-03-16,10
334,banana,409,270,男性,2017-03-16,10
335,banana,789,95,女性,2017-01-17,10
336,banana,913,263,女性,2017-02-09,10
337,banana,612,54,男性,2017-02-25,10
338,banana,627,172,女性,2017-03-01,10
339,banana,409,270,男性,2017-03-16,10
340,banana,683,227,女性,2017-02-02,10
341,banana,542,149,女性,2017-02-05,10
342,banana,69,113,男性,2017-02-27,10
343,banana,20,77,女性,2017-01-09,10
344,banana,138,294,女性,2017-01-19,10
345,banana,784,293,女性,2017-01-05,10
346,banana,69,113,男性,2017-02-27,10
347,banana,62,213,男性,2017-01-05,10
348,banana,46,88,女性,2017-01-28,10
349,banana,184,283,男性,2017-01-05,10
350,banana,130,62,女性,2017-02-06,10
351,banana,314,240,女性,2017-01-08,10
352,banana,481,36,女性,2017-01-04,10
353,banana,935,34,男性,2017-02-01,10
354,banana,288,245,女性,2017-02-10,10
355,banana,841,204,女性,2017-02-23,10
356,banana,187,67,男性,2017-03-01,10
357,banana,242,125,男性,2017-01-12,10
358,banana,384,78,女性,2017-02-06,10
359,banana,242,125,男性,2017-01-12,10
360,banana,494,53,男性,2017-02-07,10
361,banana,298,106,男性,2017-03-07,10
362,banana,570,146,女性,2017-01-19,10
363,banana,189,192,男性,2017-03-31,10
364,banana,386,198,女性,2017-03-18,10
365,banana,607,67,男性,2017-01-29,10
366,banana,639,260,女性,2017-03-12,10
367,banana,416,151,女性,2017-03-26,10
368,banana,580,120,女性,2017-01-10,10
369,banana,360,281,女性,2017-02-17,10
370,banana,362,27,男性,2017-03-05,10
371,banana,885,256,男性,2017-04-04,10
372,banana,762,170,女性,2017-01-31,10
373,banana,52,75,男性,2017-04-10,10
374,banana,136,28,女性,2017-01-27,10
375,banana,137,28,女性,2017-01-19,10
376,banana,311,159,男性,2017-04-08,10
377,banana,894,165,女性,2017-03-26,10
378,banana,913,263,女性,2017-02-09,10
379,banana,340,163,女性,2017-03-03,10
380,banana,330,60,男性,2017-03-27,10
381,banana,824,296,男性,2017-03-11,10
382,banana,526,7,女性,2017-01-22,10
383,banana,279,13,男性,2017-01-27,10
384,banana,622,115,男性,2017-01-13,10
385,banana,627,172,女性,2017-03-01,10
386,banana,166,116,女性,2017-04-01,10
387,banana,933,283,男性,2017-03-01,10
388,banana,672,187,女性,2017-03-25,10
389,banana,434,119,男性,2017-01-03,10
390,banana,905,220,女性,2017-02-25,10
391,banana,323,248,女性,2017-02-24,10
392,banana,880,168,女性,2017-02-15,10
393,banana,287,70,男性,2017-01-24,10
394,banana,224,18,男性,2017-03-23,10
395,banana,793,268,男性,2017-03-13,10
396,banana,557,69,男性,2017-03-29,10
397,banana,890,24,男性,2017-02-14,10
398,banana,224,18,男性,2017-03-23,10
399,banana,141,227,女性,2017-03-01,10
400,banana,977,39,女性,2017-03-28,10
401,banana,638,224,女性,2017-03-28,10
402,banana,994,87,男性,2017-02-01,10
403,banana,262,141,女性,2017-01-11,10
404,banana,891,85,女性,2017-01-21,10
405,banana,950,138,女性,2017-01-24,10
406,banana,733,106,男性,2017-02-11,10
407,banana,368,93,女性,2017-01-27,10
408,banana,639,260,女性,2017-03-12,10
409,banana,508,234,女性,2017-02-13,10
410,banana,467,88,女性,2017-01-22,10
411,banana,835,79,男性,2017-01-05,10
412,banana,59,98,男性,2017-02-13,10
413,banana,533,294,女性,2017-01-05,10
414,banana,451,175,女性,2017-04-05,10
415,banana,619,28,女性,2017-03-20,10
416,banana,136,28,女性,2017-01-27,10
417,banana,469,47,男性,2017-03-09,10
418,banana,37,221,男性,2017-03-16,10
419,banana,633,218,男性,2017-02-15,10
420,banana,784,293,女性,2017-01-05,10
421,banana,866,13,男性,2017-01-24,10
422,banana,952,124,男性,2017-03-07,10
423,banana,642,148,女性,2017-02-05,10
424,banana,543,189,男性,2017-02-22,10
425,banana,827,117,男性,2017-01-17,10
426,banana,991,264,男性,2017-02-01,10
427,banana,818,10,男性,2017-02-01,10
428,banana,491,130,男性,2017-02-04,10
429,banana,810,110,男性,2017-02-10,10
430,banana,184,283,男性,2017-01-05,10
431,banana,130,62,女性,2017-02-06,10
432,banana,675,47,男性,2017-01-29,10
433,banana,357,170,女性,2017-04-06,10
434,banana,595,97,女性,2017-01-06,10
435,banana,616,66,女性,2017-02-20,10
436,banana,955,265,女性,2017-01-26,10
437,banana,514,42,男性,2017-01-19,10
438,banana,957,199,女性,2017-02-20,10
439,banana,646,108,男性,2017-01-28,10
440,banana,869,202,男性,2017-01-23,10
441,banana,42,205,女性,2017-02-05,10
442,banana,499,94,女性,2017-04-03,10
443,banana,549,97,女性,2017-03-11,10
444,banana,957,199,女性,2017-02-20,10
445,banana,407,176,男性,2017-03-24,10
446,banana,631,9,女性,2017-02-23,10
447,banana,42,205,女性,2017-02-05,10
448,banana,571,182,女性,2017-04-06,10
449,banana,900,7,女性,2017-03-07,10
450,banana,667,216,男性,2017-01-29,10
451,banana,632,176,男性,2017-03-22,10
452,banana,988,112,女性,2017-03-20,10
453,banana,854,274,男性,2017-02-07,10
454,banana,76,218,男性,2017-03-06,10
455,banana,211,206,女性,2017-02-07,10
456,banana,425,106,男性,2017-02-16,10
457,banana,255,219,女性,2017-01-07,10
458,banana,469,47,男性,2017-03-09,10
459,banana,641,123,女性,2017-01-27,10
460,banana,351,72,男性,2017-01-08,10
461,banana,128,286,女性,2017-02-10,10
462,banana,293,58,男性,2017-03-07,10
463,banana,848,296,男性,2017-03-12,10
464,banana,222,284,女性,2017-01-19,10
465,banana,175,99,男性,2017-01-17,10
466,banana,221,270,男性,2017-01-26,10
467,banana,962,236,女性,2017-03-20,10
468,banana,523,281,女性,2017-01-16,10
469,banana,98,3,女性,2017-02-25,10
470,banana,220,123,女性,2017-04-10,10
471,banana,356,7,女性,2017-02-15,10
472,banana,433,67,男性,2017-04-04,10
473,banana,513,132,男性,2017-04-09,10
474,banana,435,231,女性,2017-03-21,10
475,banana,204,280,女性,2017-03-08,10
476,banana,71,208,男性,2017-01-04,10
477,banana,215,44,女性,2017-04-08,10
478,banana,546,83,男性,2017-02-24,10
479,banana,578,289,女性,2017-03-02,10
480,banana,696,293,女性,2017-03-05,10
481,banana,145,258,女性,2017-03-18,10
482,banana,726,251,男性,2017-01-26,10
483,banana,905,220,女性,2017-02-25,10
484,banana,218,115,男性,2017-02-14,10
485,banana,910,264,男性,2017-02-11,10
486,banana,398,137,男性,2017-01-22,10
487,banana,589,268,男性,2017-02-08,10
488,banana,969,159,男性,2017-03-12,10
489,banana,853,161,女性,2017-01-29,10
490,banana,988,112,女性,2017-03-20,10
491,banana,550,109,女性,2017-02-11,10
492,banana,822,164,女性,2017-02-17,10
493,banana,837,96,女性,2017-02-05,10
494,banana,627,172,女性,2017-03-01,10
495,banana,490,47,男性,2017-02-22,10
496,banana,136,28,女性,2017-01-27,10
497,banana,716,80,男性,2017-03-24,10
498,banana,533,294,女性,2017-01-05,10
499,banana,509,73,男性,2017-03-28,10
500,banana,951,247,女性,2017-01-27,10
501,banana,104,300,男性,2017-01-07,10
502,banana,29,204,女性,2017-03-05,10
503,banana,302,171,女性,2017-01-08,10
504,banana,838,191,女性,2017-01-12,10
505,banana,905,220,女性,2017-02-25,10
506,banana,184,283,男性,2017-01-05,10
507,banana,456,24,男性,2017-03-03,10
508,banana,64,117,男性,2017-04-04,10
509,banana,629,46,女性,2017-01-12,10
510,banana,783,64,女性,2017-01-15,10
511,banana,706,225,女性,2017-03-09,10
512,banana,639,260,女性,2017-03-12,10
513,banana,712,274,男性,2017-03-07,10
514,banana,869,202,男性,2017-01-23,10
515,banana,703,228,女性,2017-04-04,10
516,banana,889,294,女性,2017-02-08,10
517,banana,141,227,女性,2017-03-01,10
518,banana,804,147,男性,2017-04-11,10
519,banana,80,122,男性,2017-01-24,10
520,banana,182,177,女性,2017-03-15,10
521,banana,497,209,男性,2017-04-07,10
522,banana,510,168,女性,2017-01-11,10
523,banana,199,256,男性,2017-04-02,10
524,banana,283,130,男性,2017-01-23,10
525,banana,699,119,男性,2017-01-16,10
526,banana,687,167,女性,2017-02-10,10
527,banana,570,146,女性,2017-01-19,10
528,banana,475,136,男性,2017-03-29,10
529,banana,853,161,女性,2017-01-29,10
530,banana,360,281,女性,2017-02-17,10
531,banana,225,160,女性,2017-04-11,10
532,banana,951,247,女性,2017-01-27,10
533,banana,325,147,男性,2017-02-28,10
534,banana,713,15,女性,2017-02-08,10
535,banana,366,244,女性,2017-01-22,10
536,banana,822,164,女性,2017-02-17,10
537,banana,754,167,女性,2017-03-01,10
538,banana,630,286,女性,2017-03-23,10
539,banana,317,69,男性,2017-04-01,10
540,banana,429,210,女性,2017-03-24,10
541,banana,371,70,男性,2017-04-08,10
542,banana,810,110,男性,2017-02-10,10
543,banana,402,33,男性,2017-04-06,10
544,banana,817,147,男性,2017-03-12,10
545,banana,302,171,女性,2017-01-08,10
546,banana,246,193,男性,2017-02-09,10
547,banana,274,113,男性,2017-02-21,10
548,banana,190,135,女性,2017-01-07,10
549,banana,23,233,男性,2017-03-18,10
550,banana,103,74,男性,2017-04-07,10
551,banana,338,106,男性,2017-02-14,10
552,banana,199,256,男性,2017-04-02,10
553,banana,786,290,女性,2017-02-18,10
554,banana,819,1,男性,2017-03-17,10
555,banana,344,129,女性,2017-03-18,10
556,banana,71,208,男性,2017-01-04,10
557,banana,596,26,男性,2017-02-18,10
558,banana,132,110,男性,2017-02-26,10
559,banana,894,165,女性,2017-03-26,10
560,banana,280,96,女性,2017-04-11,10
561,banana,493,214,女性,2017-03-18,10
562,banana,653,160,女性,2017-01-31,10
563,banana,387,71,女性,2017-01-12,10
564,banana,425,106,男性,2017-02-16,10
565,banana,46,88,女性,2017-01-28,10
566,banana,315,76,女性,2017-04-03,10
567,banana,327,200,男性,2017-01-16,10
568,banana,235,209,男性,2017-01-19,10
569,banana,189,192,男性,2017-03-31,10
570,banana,241,223,女性,2017-03-27,10
571,banana,470,187,女性,2017-03-01,10
572,banana,976,229,女性,2017-01-31,10
573,banana,271,215,男性,2017-02-02,10
574,banana,151,74,男性,2017-01-17,10
575,banana,57,33,男性,2017-01-21,10
576,banana,737,210,女性,2017-04-08,10
577,banana,559,81,女性,2017-01-18,10
578,banana,624,275,女性,2017-01-30,10
579,banana,868,83,男性,2017-02-23,10
580,banana,47,229,女性,2017-01-19,10
581,banana,784,293,女性,2017-01-05,10
582,banana,663,136,男性,2017-01-28,10
583,banana,849,254,女性,2017-01-09,10
584,milk,1,166,男性,2017-04-07,50
585,milk,582,230,女性,2017-01-08,50
586,milk,744,275,女性,2017-03-28,50
587,milk,247,19,女性,2017-01-20,50
588,milk,501,215,男性,2017-04-09,50
589,milk,248,206,女性,2017-01-08,50
590,milk,166,116,女性,2017-04-01,50
591,milk,746,171,女性,2017-03-05,50
592,milk,2,276,男性,2017-02-18,50
593,milk,2,276,男性,2017-02-18,50
594,milk,747,50,男性,2017-02-13,50
595,milk,748,97,女性,2017-03-05,50
596,milk,78,91,女性,2017-02-01,50
597,milk,585,116,女性,2017-01-13,50
598,milk,249,39,女性,2017-01-25,50
599,milk,79,80,男性,2017-01-23,50
600,milk,4,95,女性,2017-03-28,50
601,milk,250,14,男性,2017-01-02,50
602,milk,250,14,男性,2017-01-02,50
603,milk,749,279,男性,2017-03-21,50
604,milk,79,80,男性,2017-01-23,50
605,milk,4,95,女性,2017-03-28,50
606,milk,663,136,男性,2017-01-28,50
607,milk,252,136,男性,2017-02-03,50
608,milk,252,136,男性,2017-02-03,50
609,milk,5,253,女性,2017-01-27,50
610,milk,750,184,男性,2017-01-13,50
611,milk,5,253,女性,2017-01-27,50
612,milk,252,136,男性,2017-02-03,50
613,milk,589,268,男性,2017-02-08,50
614,milk,507,93,女性,2017-01-05,50
615,milk,6,34,男性,2017-03-16,50
616,milk,82,266,男性,2017-03-18,50
617,milk,753,57,女性,2017-01-25,50
618,milk,508,234,女性,2017-02-13,50
619,milk,254,190,男性,2017-04-11,50
620,milk,7,215,男性,2017-04-08,50
621,milk,8,230,女性,2017-04-01,50
622,milk,591,211,女性,2017-02-05,50
623,milk,510,168,女性,2017-01-11,50
624,milk,9,93,女性,2017-01-16,50
625,milk,510,168,女性,2017-01-11,50
626,milk,838,191,女性,2017-01-12,50
627,milk,257,47,男性,2017-02-06,50
628,milk,511,89,男性,2017-01-21,50
629,milk,511,89,男性,2017-01-21,50
630,milk,592,229,女性,2017-04-01,50
631,milk,9,93,女性,2017-01-16,50
632,milk,10,59,女性,2017-04-03,50
633,milk,10,59,女性,2017-04-03,50
634,milk,512,130,男性,2017-02-19,50
635,milk,839,140,女性,2017-03-25,50
636,milk,10,59,女性,2017-04-03,50
637,milk,10,59,女性,2017-04-03,50
638,milk,89,13,男性,2017-02-19,50
639,milk,259,104,女性,2017-02-16,50
640,milk,11,202,男性,2017-01-08,50
641,milk,513,132,男性,2017-04-09,50
642,milk,514,42,男性,2017-01-19,50
643,milk,924,266,男性,2017-03-08,50
644,milk,12,234,女性,2017-02-21,50
645,milk,13,105,男性,2017-03-24,50
646,milk,514,42,男性,2017-01-19,50
647,milk,515,148,女性,2017-02-19,50
648,milk,261,276,男性,2017-02-06,50
649,milk,625,211,女性,2017-01-28,50
650,milk,760,272,男性,2017-03-30,50
651,milk,515,148,女性,2017-02-19,50
652,milk,842,169,男性,2017-02-03,50
653,milk,515,148,女性,2017-02-19,50
654,milk,15,280,女性,2017-03-11,50
655,milk,348,194,女性,2017-02-16,50
656,milk,15,280,女性,2017-03-11,50
657,milk,94,268,男性,2017-03-12,50
658,milk,762,170,女性,2017-01-31,50
659,milk,17,280,女性,2017-01-31,50
660,milk,517,256,男性,2017-03-13,50
661,milk,18,47,男性,2017-02-14,50
662,milk,600,142,女性,2017-02-22,50
663,milk,517,256,男性,2017-03-13,50
664,milk,600,142,女性,2017-02-22,50
